Rank,Date,Tm,,Opp,,,Scorer,Age,Assist1,Assist2,Goalie,Per.,Time,Strength,Other,Arena Name
735,1982-01-09,EDM,,CGY,W,,Wayne Gretzky,20,Jari Kurri,Charlie Huddy,Pat Riggin,1,7:38,SH,,Northlands Coliseum
736,1982-01-06,EDM,,CLR,W,,Wayne Gretzky,20,Kevin Lowe,,Phil Myre,1,8:24,EV,,Northlands Coliseum
737,1982-01-06,EDM,,CLR,W,,Wayne Gretzky,20,Paul Coffey,,Phil Myre,3,15:41,EV,,Northlands Coliseum
738,1982-01-02,EDM,,BOS,T,,Wayne Gretzky,20,Mark Messier,,Marco Baron,2,4:07,EV,,Northlands Coliseum
739,1981-12-30,EDM,,PHI,W,,Wayne Gretzky,20,Dave Lumley,,Pete Peeters,2,3:54,EV,,Northlands Coliseum
740,1981-12-30,EDM,,PHI,W,,Wayne Gretzky,20,Paul Coffey,,Pete Peeters,3,5:13,EV,,Northlands Coliseum
741,1981-12-30,EDM,,PHI,W,,Wayne Gretzky,20,Glenn Anderson,Grant Fuhr,,3,19:57,EV,EN,Northlands Coliseum
742,1981-12-30,EDM,,PHI,W,,Wayne Gretzky,20,Paul Coffey,Glenn Anderson,Pete Peeters,1,7:47,PP,,Northlands Coliseum
743,1981-12-30,EDM,,PHI,W,,Wayne Gretzky,20,Dave Lumley,Dave Semenko,Pete Peeters,1,10:12,EV,,Northlands Coliseum
744,1981-12-27,EDM,,LAK,W,,Wayne Gretzky,20,Doug Hicks,Mark Messier,Mario Lessard,1,1:39,EV,,Northlands Coliseum
745,1981-12-27,EDM,,LAK,W,,Wayne Gretzky,20,Glenn Anderson,Brett Callighen,Mario Lessard,1,19:43,EV,,Northlands Coliseum
746,1981-12-27,EDM,,LAK,W,,Wayne Gretzky,20,Paul Coffey,Jari Kurri,Mario Lessard,2,15:11,SH,,Northlands Coliseum
747,1981-12-27,EDM,,LAK,W,,Wayne Gretzky,20,,,Mario Lessard,3,7:26,SH,,Northlands Coliseum
748,1981-12-23,EDM,,VAN,W,,Wayne Gretzky,20,Dave Lumley,,Glen Hanlon,3,18:46,EV,,Northlands Coliseum
749,1981-12-20,EDM,,CGY,L,,Wayne Gretzky,20,Brett Callighen,Pat Hughes,Reggie Lemelin,2,15:19,EV,,Northlands Coliseum
750,1981-12-20,EDM,,CGY,L,,Wayne Gretzky,20,Risto Siltanen,Doug Hicks,Reggie Lemelin,2,10:25,PP,,Northlands Coliseum
751,1981-12-19,EDM,,MNS,W,,Wayne Gretzky,20,Doug Hicks,,Gilles Meloche,1,6:58,EV,,Northlands Coliseum
752,1981-12-19,EDM,,MNS,W,,Wayne Gretzky,20,Jari Kurri,Dave Lumley,Gilles Meloche,1,14:31,EV,,Northlands Coliseum
753,1981-12-19,EDM,,MNS,W,,Wayne Gretzky,20,Stan Weir,Dave Lumley,Gilles Meloche,3,8:35,EV,,Northlands Coliseum
754,1981-12-17,EDM,@,CGY,W,,Wayne Gretzky,20,Mark Messier,Garry Lariviere,Pat Riggin,3,14:41,EV,,Stampede Corral
755,1981-12-16,EDM,@,CLR,W,,Wayne Gretzky,20,Dave Semenko,Dave Lumley,Glenn Resch,1,0:59,PP,,McNichols Sports Arena
756,1981-12-13,EDM,,NYI,W,,Wayne Gretzky,20,Dave Lumley,Lee Fogolin,Billy Smith,3,18:58,EV,,Northlands Coliseum
757,1981-12-09,EDM,@,LAK,T,,Wayne Gretzky,20,Kevin Lowe,Paul Coffey,Doug Keans,2,8:06,PP,,Great Western Forum
758,1981-11-29,EDM,@,WIN,W,,Wayne Gretzky,20,Dave Lumley,Paul Coffey,Ed Staniowski,1,9:44,EV,,Winnipeg Arena
759,1981-11-27,EDM,,CBH,W,,Wayne Gretzky,20,Dave Lumley,Doug Hicks,Murray Bannerman,3,0:29,EV,,Northlands Coliseum
760,1981-11-27,EDM,,CBH,W,,Wayne Gretzky,20,Risto Siltanen,Dave Semenko,Murray Bannerman,3,15:00,EV,,Northlands Coliseum
761,1981-11-25,EDM,,LAK,W,,Wayne Gretzky,20,Dave Lumley,Dave Hunter,Jim Rutherford,1,5:06,EV,,Northlands Coliseum
762,1981-11-25,EDM,,LAK,W,,Wayne Gretzky,20,Doug Hicks,,Jim Rutherford,3,1:30,EV,,Northlands Coliseum
763,1981-11-25,EDM,,LAK,W,,Wayne Gretzky,20,Glenn Anderson,,Jim Rutherford,1,11:08,PP,,Northlands Coliseum
764,1981-11-25,EDM,,LAK,W,,Wayne Gretzky,20,Doug Hicks,Risto Siltanen,Jim Rutherford,2,5:18,PP,,Northlands Coliseum
765,1981-11-23,EDM,,DET,W,,Wayne Gretzky,20,Jari Kurri,,Gilles Gilbert,2,6:05,EV,,Northlands Coliseum
766,1981-11-21,EDM,,VAN,W,,Wayne Gretzky,20,Dave Lumley,Dave Semenko,Richard Brodeur,3,15:27,PP,,Northlands Coliseum
767,1981-11-21,EDM,,VAN,W,,Wayne Gretzky,20,Kevin Lowe,Dave Lumley,Richard Brodeur,2,5:57,PP,,Northlands Coliseum
768,1981-11-17,EDM,@,STL,W,,Wayne Gretzky,20,,,Mike Liut,3,12:50,EV,,The Checkerdome
769,1981-11-17,EDM,@,STL,W,,Wayne Gretzky,20,Mark Messier,Glenn Anderson,Mike Liut,3,15:49,EV,,The Checkerdome
770,1981-11-15,EDM,@,NYR,W,,Wayne Gretzky,20,,,Steve Weeks,1,14:42,EV,,Madison Square Garden (IV)
771,1981-11-14,EDM,@,NYI,T,,Wayne Gretzky,20,Brett Callighen,Garry Unger,Roland Melanson,3,19:21,EV,,Nassau Veterans Memorial Coliseum
772,1981-11-11,EDM,@,HAR,T,,Wayne Gretzky,20,Jari Kurri,Brett Callighen,Greg Millen,2,2:09,EV,,Hartford Civic Center
773,1981-11-11,EDM,@,HAR,T,,Wayne Gretzky,20,Lee Fogolin,,Greg Millen,3,15:20,EV,,Hartford Civic Center
774,1981-11-04,EDM,,TOR,W,,Wayne Gretzky,20,,,,3,19:56,EV,EN,Northlands Coliseum
775,1981-11-04,EDM,,TOR,W,,Wayne Gretzky,20,Jari Kurri,Garry Lariviere,Michel Larocque,1,6:00,EV,,Northlands Coliseum
776,1981-10-31,EDM,,QUE,W,,Wayne Gretzky,20,Jari Kurri,Paul Coffey,Dan Bouchard,2,4:09,EV,,Northlands Coliseum
777,1981-10-31,EDM,,QUE,W,,Wayne Gretzky,20,Garry Lariviere,,Michel Plasse,3,1:54,EV,,Northlands Coliseum
778,1981-10-31,EDM,,QUE,W,,Wayne Gretzky,20,Garry Unger,Doug Hicks,Michel Plasse,3,16:06,EV,,Northlands Coliseum
779,1981-10-31,EDM,,QUE,W,,Wayne Gretzky,20,Lee Fogolin,Brett Callighen,Michel Plasse,3,17:29,EV,,Northlands Coliseum
780,1981-10-28,EDM,@,NYR,W,,Wayne Gretzky,20,Risto Siltanen,Paul Coffey,Steve Baker,2,19:04,PP,,Madison Square Garden (IV)
781,1981-10-28,EDM,@,NYR,W,,Wayne Gretzky,20,Paul Coffey,Risto Siltanen,Steve Baker,2,19:46,PP,,Madison Square Garden (IV)
782,1981-10-24,EDM,@,CLR,W,,Wayne Gretzky,20,Paul Coffey,Jari Kurri,Glenn Resch,2,14:34,PP,,McNichols Sports Arena
783,1981-10-23,EDM,,PIT,W,,Wayne Gretzky,20,Brett Callighen,Lee Fogolin,Paul Harrison,1,8:25,EV,,Northlands Coliseum
784,1981-10-20,EDM,@,CGY,W,,Wayne Gretzky,20,Paul Coffey,Jari Kurri,Pat Riggin,2,11:28,EV,,Stampede Corral
785,1981-10-18,EDM,@,CBH,L,,Wayne Gretzky,20,Glenn Anderson,Paul Coffey,Tony Esposito,1,1:36,EV,,Chicago Stadium
786,1981-10-16,EDM,,CGY,W,,Wayne Gretzky,20,Glenn Anderson,Brett Callighen,Pat Riggin,2,6:21,EV,,Northlands Coliseum
787,1981-10-14,EDM,,WIN,L,,Wayne Gretzky,20,Paul Coffey,,Ed Staniowski,1,10:55,EV,,Northlands Coliseum
788,1981-10-10,EDM,@,LAK,W,,Wayne Gretzky,20,Glenn Anderson,Risto Siltanen,Mario Lessard,3,1:12,PP,,Great Western Forum
789,1981-04-04,EDM,,WIN,W,,Wayne Gretzky,20,Brett Callighen,Gary Edwards,Markus Mattsson,3,5:44,EV,,Northlands Coliseum
790,1981-04-03,EDM,@,VAN,W,,Wayne Gretzky,20,Jari Kurri,,Richard Brodeur,2,5:11,EV,,Pacific Coliseum
791,1981-03-25,EDM,@,HAR,W,,Wayne Gretzky,20,Mark Messier,,,3,19:04,EV,EN,Hartford Civic Center
792,1981-03-21,EDM,,LAK,T,,Wayne Gretzky,20,,,Mario Lessard,1,10:30,EV,,Northlands Coliseum
793,1981-03-20,EDM,,MNS,T,,Wayne Gretzky,20,Jari Kurri,Risto Siltanen,Don Beaupre,2,19:53,EV,,Northlands Coliseum
794,1981-03-15,EDM,@,CGY,T,,Wayne Gretzky,20,Brett Callighen,Jari Kurri,Pat Riggin,3,10:14,PP,,Stampede Corral
795,1981-03-07,EDM,@,PHI,W,,Wayne Gretzky,20,,,Rick St. Croix,1,4:17,EV,,The Spectrum
796,1981-03-07,EDM,@,PHI,W,,Wayne Gretzky,20,Brett Callighen,,Rick St. Croix,3,3:53,EV,,The Spectrum
797,1981-03-07,EDM,@,PHI,W,,Wayne Gretzky,20,Brett Callighen,Jari Kurri,Rick St. Croix,2,2:40,PP,,The Spectrum
798,1981-03-07,EDM,@,PHI,W,,Wayne Gretzky,20,Dave Lumley,Risto Siltanen,,3,19:18,PP,EN,The Spectrum
799,1981-03-04,EDM,@,NYR,T,,Wayne Gretzky,20,Dave Lumley,,Steve Baker,2,16:22,SH,,Madison Square Garden (IV)
800,1981-03-03,EDM,@,NYI,T,,Wayne Gretzky,20,Jari Kurri,Kevin Lowe,Billy Smith,3,5:05,EV,,Nassau Veterans Memorial Coliseum
801,1981-03-03,EDM,@,NYI,T,,Wayne Gretzky,20,Brett Callighen,Jari Kurri,Billy Smith,2,2:20,PP,,Nassau Veterans Memorial Coliseum
802,1981-02-27,EDM,,DET,W,,Wayne Gretzky,20,Pat Price,Mark Messier,,3,18:31,EV,EN,Northlands Coliseum
803,1981-02-25,EDM,,PHI,W,,Wayne Gretzky,20,Pat Price,Brett Callighen,Pete Peeters,2,18:02,EV,,Northlands Coliseum
804,1981-02-25,EDM,,PHI,W,,Wayne Gretzky,20,Glenn Anderson,Curt Brackenbury,Pete Peeters,3,16:00,EV,,Northlands Coliseum
805,1981-02-24,EDM,@,LAK,L,,Wayne Gretzky,20,Paul Coffey,,Mario Lessard,2,11:09,PP,,Great Western Forum
806,1981-02-18,EDM,,STL,W,,Wayne Gretzky,20,Kevin Lowe,Mark Messier,Ed Staniowski,3,8:07,SH,,Northlands Coliseum
807,1981-02-18,EDM,,STL,W,,Wayne Gretzky,20,Curt Brackenbury,Risto Siltanen,Mike Liut,2,4:44,EV,,Northlands Coliseum
808,1981-02-18,EDM,,STL,W,,Wayne Gretzky,20,,,Mike Liut,3,5:49,EV,,Northlands Coliseum
809,1981-02-18,EDM,,STL,W,,Wayne Gretzky,20,Paul Coffey,Kevin Lowe,Mike Liut,3,5:58,EV,,Northlands Coliseum
810,1981-02-18,EDM,,STL,W,,Wayne Gretzky,20,Doug Hicks,Risto Siltanen,Ed Staniowski,3,15:47,EV,,Northlands Coliseum
811,1981-02-13,EDM,,QUE,L,,Wayne Gretzky,20,Jari Kurri,Brett Callighen,Dan Bouchard,1,4:08,EV,,Northlands Coliseum
812,1981-02-08,EDM,,CGY,L,,Wayne Gretzky,20,Lee Fogolin,Brett Callighen,Pat Riggin,2,4:07,EV,,Northlands Coliseum
813,1981-02-06,EDM,,WIN,W,,Wayne Gretzky,20,Paul Coffey,Jari Kurri,Pierre Hamel,3,6:37,EV,,Northlands Coliseum
814,1981-02-06,EDM,,WIN,W,,Wayne Gretzky,20,Jari Kurri,Pat Price,Pierre Hamel,3,14:18,EV,,Northlands Coliseum
815,1981-02-06,EDM,,WIN,W,,Wayne Gretzky,20,Kevin Lowe,,Pierre Hamel,3,6:23,EV,,Northlands Coliseum
816,1981-02-04,EDM,@,CBH,L,,Wayne Gretzky,20,Doug Hicks,Risto Siltanen,Tony Esposito,2,8:09,PP,,Chicago Stadium
817,1981-01-30,EDM,,CBH,W,,Wayne Gretzky,20,Paul Coffey,Dave Lumley,Tony Esposito,3,15:34,EV,,Northlands Coliseum
818,1981-01-28,EDM,,MTL,W,,Wayne Gretzky,20,Blair MacDonald,,Richard Sevigny,3,11:14,EV,,Northlands Coliseum
819,1981-01-21,EDM,,VAN,W,,Wayne Gretzky,19,Blair MacDonald,Kevin Lowe,Gary Bromley,3,12:48,PP,,Northlands Coliseum
820,1981-01-17,EDM,@,STL,L,,Wayne Gretzky,19,Dave Semenko,,Ed Staniowski,3,16:53,EV,,The Checkerdome
821,1981-01-14,EDM,@,TOR,W,,Wayne Gretzky,19,Jari Kurri,Brett Callighen,Jim Rutherford,2,19:25,EV,,Maple Leaf Gardens
822,1981-01-14,EDM,@,TOR,W,,Wayne Gretzky,19,Doug Hicks,,Jim Rutherford,3,10:14,EV,,Maple Leaf Gardens
823,1981-01-11,EDM,@,QUE,W,,Wayne Gretzky,19,,,Ron Grahame,2,4:44,SH,,Quebec Coliseum
824,1981-01-07,EDM,,WSH,W,,Wayne Gretzky,19,Jari Kurri,Brett Callighen,Dave Parro,1,12:52,EV,,Northlands Coliseum
825,1981-01-07,EDM,,WSH,W,,Wayne Gretzky,19,Dave Hunter,,Dave Parro,2,19:35,SH,,Northlands Coliseum
826,1981-01-03,EDM,,TOR,W,,Wayne Gretzky,19,Paul Coffey,Jari Kurri,Vincent Tremblay,1,2:44,EV,,Northlands Coliseum
827,1980-12-30,EDM,@,CGY,L,,Wayne Gretzky,19,Pat Price,Mark Messier,Reggie Lemelin,3,15:51,PP,,Stampede Corral
828,1980-12-23,EDM,@,LAK,L,,Wayne Gretzky,19,,,Doug Keans,2,4:38,EV,,Great Western Forum
829,1980-12-23,EDM,@,LAK,L,,Wayne Gretzky,19,Mark Messier,,Doug Keans,3,5:18,EV,,Great Western Forum
830,1980-12-23,EDM,@,LAK,L,,Wayne Gretzky,19,Dave Semenko,Jari Kurri,Doug Keans,3,15:03,PP,,Great Western Forum
831,1980-12-07,EDM,,HAR,W,,Wayne Gretzky,19,Blair MacDonald,Charlie Huddy,Mike Veisor,1,18:35,EV,,Northlands Coliseum
832,1980-12-05,EDM,,NYR,L,,Wayne Gretzky,19,Charlie Huddy,Mark Messier,Wayne Thomas,2,10:59,EV,,Northlands Coliseum
833,1980-11-29,EDM,@,BOS,L,,Wayne Gretzky,19,Blair MacDonald,Jari Kurri,Rogie Vachon,1,1:51,EV,,Boston Garden
834,1980-11-26,EDM,,CBH,W,,Wayne Gretzky,19,Blair MacDonald,Jari Kurri,Tony Esposito,2,16:06,EV,,Northlands Coliseum
835,1980-11-16,EDM,@,CBH,W,,Wayne Gretzky,19,Don Ashby,Blair MacDonald,Tony Esposito,1,13:50,EV,,Chicago Stadium
836,1980-11-15,EDM,@,TOR,L,,Wayne Gretzky,19,Blair MacDonald,Risto Siltanen,Jiri Crha,2,14:20,PP,,Maple Leaf Gardens
837,1980-11-03,EDM,,PIT,T,,Wayne Gretzky,19,Mark Messier,Curt Brackenbury,Greg Millen,2,10:08,EV,,Northlands Coliseum
838,1980-11-03,EDM,,PIT,T,,Wayne Gretzky,19,Glenn Anderson,Matti Hagman,Greg Millen,1,13:37,PP,,Northlands Coliseum
839,1980-10-19,EDM,@,NYR,W,,Wayne Gretzky,19,Dave Semenko,Blair MacDonald,Wayne Thomas,3,11:02,PP,,Madison Square Garden (IV)
840,1980-10-18,EDM,@,NYI,T,,Wayne Gretzky,19,Blair MacDonald,Pat Price,Billy Smith,1,8:07,PP,,Nassau Veterans Memorial Coliseum
841,1980-10-18,EDM,@,NYI,T,,Wayne Gretzky,19,,,Billy Smith,2,16:40,PP,,Nassau Veterans Memorial Coliseum
842,1980-10-10,EDM,,QUE,L,,Wayne Gretzky,19,Blair MacDonald,,Michel Plasse,2,4:48,EV,,Northlands Coliseum
843,1980-10-10,EDM,,QUE,L,,Wayne Gretzky,19,Lee Fogolin,Jari Kurri,Michel Plasse,2,17:11,PP,,Northlands Coliseum
844,1980-04-04,EDM,,CLR,W,,Wayne Gretzky,19,Colin Campbell,Dave Hunter,Hardy Astrom,3,5:47,EV,,Northlands Coliseum
845,1980-04-02,EDM,,MNS,T,,Wayne Gretzky,19,Colin Campbell,Dave Hunter,Gary Edwards,2,9:46,EV,,Northlands Coliseum
846,1980-03-29,EDM,@,TOR,W,,Wayne Gretzky,19,Don Ashby,,Mike Palmateer,3,6:41,EV,,Maple Leaf Gardens
847,1980-03-29,EDM,@,TOR,W,,Wayne Gretzky,19,Blair MacDonald,Don Ashby,Mike Palmateer,1,19:59,EV,,Maple Leaf Gardens
848,1980-03-25,EDM,@,ATF,W,,Wayne Gretzky,19,,,Jim Craig,3,5:25,EV,,Omni Coliseum
849,1980-03-25,EDM,@,ATF,W,,Wayne Gretzky,19,Dave Hunter,,Jim Craig,3,6:28,EV,,Omni Coliseum
850,1980-03-21,EDM,,PIT,W,,Wayne Gretzky,19,Lee Fogolin,Blair MacDonald,Greg Millen,3,1:34,EV,,Northlands Coliseum
851,1980-03-21,EDM,,PIT,W,,Wayne Gretzky,19,Kevin Lowe,Dave Semenko,Greg Millen,3,5:11,EV,,Northlands Coliseum
852,1980-03-21,EDM,,PIT,W,,Wayne Gretzky,19,Pat Price,,Greg Millen,3,12:39,EV,,Northlands Coliseum
853,1980-03-15,EDM,,MTL,L,,Wayne Gretzky,19,,,Denis Herron,3,4:18,EV,,Northlands Coliseum
854,1980-03-12,EDM,@,QUE,W,,Wayne Gretzky,19,,,,3,19:37,EV,EN,Quebec Coliseum
855,1980-03-12,EDM,@,QUE,W,,Wayne Gretzky,19,,,Michel Dion,3,6:24,EV,,Quebec Coliseum
856,1980-03-08,EDM,@,PIT,L,,Wayne Gretzky,19,Blair MacDonald,,Greg Millen,2,15:45,EV,,Pittsburgh Civic Arena
857,1980-03-06,EDM,@,MTL,L,,Wayne Gretzky,19,Blair MacDonald,Don Ashby,Denis Herron,2,16:56,EV,,Montreal Forum
858,1980-03-04,EDM,@,NYI,L,,Wayne Gretzky,19,Blair MacDonald,,Glenn Resch,3,12:35,EV,,Nassau Veterans Memorial Coliseum
859,1980-03-04,EDM,@,NYI,L,,Wayne Gretzky,19,Blair MacDonald,Don Ashby,Glenn Resch,3,3:48,PP,,Nassau Veterans Memorial Coliseum
860,1980-02-17,EDM,,STL,T,,Wayne Gretzky,19,Brett Callighen,,Mike Liut,3,7:34,EV,,Northlands Coliseum
861,1980-02-08,EDM,,ATF,L,,Wayne Gretzky,19,Blair MacDonald,Pat Price,Dan Bouchard,1,18:55,EV,,Northlands Coliseum
862,1980-02-06,EDM,,STL,L,,Wayne Gretzky,19,Risto Siltanen,Jim Corsi,Mike Liut,1,6:15,EV,,Northlands Coliseum
863,1980-02-03,EDM,,LAK,W,,Wayne Gretzky,19,Cam Connor,Kevin Lowe,Mario Lessard,2,10:16,EV,,Northlands Coliseum
864,1980-02-01,EDM,,WIN,W,,Wayne Gretzky,19,Risto Siltanen,,Pierre Hamel,1,5:42,EV,,Northlands Coliseum
865,1980-02-01,EDM,,WIN,W,,Wayne Gretzky,19,Doug Hicks,Brett Callighen,Markus Mattsson,3,13:59,EV,,Northlands Coliseum
866,1980-02-01,EDM,,WIN,W,,Wayne Gretzky,19,Risto Siltanen,Doug Hicks,Pierre Hamel,2,0:10,PP,,Northlands Coliseum
867,1980-01-30,EDM,@,LAK,W,,Wayne Gretzky,19,Blair MacDonald,Pat Price,Mario Lessard,1,18:03,EV,,Great Western Forum
868,1980-01-27,EDM,,PHI,L,,Wayne Gretzky,19,Brett Callighen,Dave Lumley,Pete Peeters,2,14:28,EV,,Northlands Coliseum
869,1980-01-23,EDM,,PIT,W,,Wayne Gretzky,18,Doug Hicks,Brett Callighen,Rob Holland,3,19:41,EV,,Northlands Coliseum
870,1980-01-19,EDM,@,PIT,W,,Wayne Gretzky,18,Risto Siltanen,Doug Hicks,Greg Millen,2,11:24,PP,,Pittsburgh Civic Arena
871,1980-01-19,EDM,@,PIT,W,,Wayne Gretzky,18,Blair MacDonald,Pat Price,Greg Millen,3,6:17,EV,,Pittsburgh Civic Arena
872,1980-01-16,EDM,@,WSH,W,,Wayne Gretzky,18,Brett Callighen,Blair MacDonald,Wayne Stephenson,2,11:44,EV,,Capital Center
873,1980-01-09,EDM,@,QUE,L,,Wayne Gretzky,18,Doug Hicks,Risto Siltanen,Ron Low,2,10:41,PP,,Quebec Coliseum
874,1980-01-05,EDM,,LAK,T,,Wayne Gretzky,18,Kevin Lowe,Risto Siltanen,Mario Lessard,2,8:47,PP,,Northlands Coliseum
875,1980-01-05,EDM,,LAK,T,,Wayne Gretzky,18,Pat Price,Brett Callighen,Mario Lessard,3,10:51,PP,,Northlands Coliseum
876,1979-12-28,EDM,@,VAN,W,,Wayne Gretzky,18,,,Curt Ridley,2,17:39,SH,,Pacific Coliseum
877,1979-12-26,EDM,,CLR,W,,Wayne Gretzky,18,Brett Callighen,Blair MacDonald,Hardy Astrom,1,13:37,EV,,Northlands Coliseum
878,1979-12-22,EDM,@,LAK,L,,Wayne Gretzky,18,Blair MacDonald,Brett Callighen,Mario Lessard,2,18:04,PP,,Great Western Forum
879,1979-12-22,EDM,@,LAK,L,,Wayne Gretzky,18,Brett Callighen,Kevin Lowe,Mario Lessard,3,19:55,EV,,Great Western Forum
880,1979-12-19,EDM,,DET,L,,Wayne Gretzky,18,Risto Siltanen,Blair MacDonald,Rogie Vachon,1,1:28,EV,,Northlands Coliseum
881,1979-12-19,EDM,,DET,L,,Wayne Gretzky,18,Eddie Mio,Blair MacDonald,Rogie Vachon,2,0:20,EV,,Northlands Coliseum
882,1979-12-16,EDM,,WIN,L,,Wayne Gretzky,18,Blair MacDonald,Mark Messier,Lindsay Middlebrook,3,6:36,EV,,Northlands Coliseum
883,1979-12-14,EDM,,MTL,W,,Wayne Gretzky,18,Kari Makkonen,Blair MacDonald,Michel Larocque,2,1:40,PP,,Northlands Coliseum
884,1979-12-09,EDM,,HAR,W,,Wayne Gretzky,18,Pat Price,,Al Smith,3,6:36,EV,,Northlands Coliseum
885,1979-11-30,EDM,,NYI,W,,Wayne Gretzky,18,Doug Hicks,Risto Siltanen,Billy Smith,1,14:08,PP,,Northlands Coliseum
886,1979-11-21,EDM,@,TOR,T,,Wayne Gretzky,18,Risto Siltanen,,Paul Harrison,3,13:39,PP,,Maple Leaf Gardens
887,1979-11-21,EDM,@,TOR,T,,Wayne Gretzky,18,Blair MacDonald,,Paul Harrison,2,8:30,PP,,Maple Leaf Gardens
888,1979-11-18,EDM,@,BUF,L,,Wayne Gretzky,18,Mark Messier,,Bob Sauve,3,18:13,EV,,Buffalo Memorial Auditorium
889,1979-11-13,EDM,@,WSH,W,,Wayne Gretzky,18,Lee Fogolin,,Wayne Stephenson,2,12:06,EV,,Capital Center
890,1979-11-07,EDM,@,DET,L,,Wayne Gretzky,18,Brett Callighen,Blair MacDonald,Rogie Vachon,2,16:06,PP,,
891,1979-11-02,EDM,,NYI,W,,Wayne Gretzky,18,Doug Hicks,,Glenn Resch,1,2:18,EV,,Northlands Coliseum
892,1979-11-02,EDM,,NYI,W,,Wayne Gretzky,18,Dave Lumley,Doug Hicks,Glenn Resch,1,3:56,EV,,Northlands Coliseum
893,1979-10-21,EDM,,MNS,T,,Wayne Gretzky,18,Brett Callighen,Risto Siltanen,Gary Edwards,3,14:51,EV,,Northlands Coliseum
894,1979-10-14,EDM,,VAN,T,,Wayne Gretzky,18,Brett Callighen,Blair MacDonald,Glen Hanlon,3,18:51,PP,,Northlands Coliseum
